Medicine_ID,Medicine_Name,Batch_ID,Category,Purchase_Date,Expiry_Date,Stock_Quantity,Unit_Price,Total_Value,Daily_Sales,Weekly_Sales,Monthly_Sales,Sales_Velocity,Reorder_Level,Last_Restock_Date,Days_To_Expiry,Shelf_Life_Months,Supplier_ID,Storage_Condition,Risk_Level
MED_9607,Medicine_540,BATCH_252,injections,2023-04-09,2024-08-27,1861.0,144.47,735307.66,68.0,476,2040,36.07,110,2023-06-21,331,7,SUP_168,cool,low
MED_2663,Medicine_884,BATCH_274,Inhalers,2023-08-15,2024-04-24,3654.0,59.07,626084.04,1.0,7,30,31.61,398,2023-06-15,346,34,SUP_133,Refrigerated,Medium Risk
MED_5918,Medicine_158,BATCH_293,Capsules ,2023-12-25,2024-09-05,210.0,344.77,26998.96,65.0,455,1950,36.17,96,2023-03-24,145,34,SUP_392,Room Temp,YES
MED_4118,Medicine_770,BATCH_379,INJ,2023-07-08,2024-09-05,1410.0,429.38,421379.16,26.0,182,780,4.36,338,2023-12-18,211,29,SUP_857,Room Temp,High Risk
MED_9484,Medicine_560,BATCH_723,Capsules ,2023-07-20,2024-04-26,393.0,227.98,41993.37,7.0,49,210,0.85,380,2023-02-14,350,13,SUP_825,Cool Dry,high
MED_1877,Medicine_790,BATCH_673,Tablets ,2023-05-12,2024-03-18,2043.0,226.75,279632.47,37.0,259,1110,46.38,130,2023-05-15,204,22,SUP_605,Room Temp,0
MED_8370,Medicine_228,BATCH_265,Injections,2023-09-10,,1964.0,47.99,879263.28,55.0,385,1650,29.17,215,2023-01-06,132,30,SUP_191,Refrigerated,1
MED_5337,Medicine_521,BATCH_382,Tablets ,2023-05-20,2024-08-02,4419.0,168.12,2169613.82,2.0,14,60,4.86,257,2023-10-24,107,11,SUP_834,Refrigerated,High Risk
MED_9786,Medicine_184,BATCH_612,Capsules ,2023-10-02,2024-06-12,1656.0,130.78,597349.49,11.0,77,330,12.7,420,2023-05-18,190,30,,cool,High Risk
MED_2376,Medicine_402,BATCH_555,Capsules ,2023-09-03,2024-03-25,3064.0,,92410.34,32.0,224,960,25.61,222,2023-07-15,239,19,SUP_518,Refrigerated,NO
MED_7438,Medicine_698,BATCH_882,Lotions,2023-05-23,2024-09-04,760.0,455.67,86737.07,28.0,196,840,15.09,122,2023-03-04,216,28,SUP_361,Ref,high
MED_9881,Medicine_556,BATCH_162,Syrups,2023-05-09,2024-02-05,3533.0,456.59,136700.76,10.0,70,300,9.54,116,2023-02-11,74,24,SUP_361,Room Temp,1
MED_4016,Medicine_282,BATCH_851,Capsules ,2023-12-19,2024-03-23,4589.0,208.46,893676.55,85.0,595,2550,,366,2023-06-07,190,26,SUP_150,room temp,high risk
MED_7333,Medicine_966,BATCH_148,Tablets ,2023-09-08,2024-05-24,2779.0,83.64,73030.42,65.0,455,1950,Low,329,2023-09-05,162,10,SUP_489,,0
MED_4854,Medicine_785,BATCH_271,Injections,2023-10-04,2024-07-10,1958.0,368.83,566794.86,44.0,308,1320,31.55,246,2023-04-02,280,30,SUP_438,Ref,low
MED_4872,Medicine_255,BATCH_123,Tablets ,2023-05-18,2024-06-27,4674.0,383.55,440303.63,96.0,672,2880,48.32,246,2023-04-18,315,6,SUP_264,Room Temp,1
MED_4671,Medicine_299,BATCH_560,Capsules,2023-10-05,2024-07-25,1519.0,452.32,728855.38,73.0,511,2190,1.67,228,2023-02-03,111,32,SUP_799,cool,
MED_9645,Medicine_856,BATCH_963,Powders,2023-09-09,2024-03-23,2293.0,127.45,415157.43,31.0,217,930,36.2,469,2023-02-03,180,23,SUP_770,,Medium Risk
MED_1020,Medicine_924,BATCH_319,Capsules ,2023-07-27,2024-02-26,2866.0,72.82,1004059.21,92.0,644,2760,24.83,58,2023-02-08,232,9,SUP_245,Refrigerated,high risk
MED_5975,Medicine_649,BATCH_842,Inhalers,2023-12-15,2024-08-09,4250.0,19.18,1568654.95,41.0,287,1230,17.64,476,2023-06-17,356,15,,cool,NO
MED_5801,Medicine_839,BATCH_826,INJ,2023-06-01,2024-10-13,2520.0,108.07,210495.98,42.0,294,1260,27.64,215,2023-04-10,260,36,SUP_854,cool,1
MED_4568,Medicine_718,BATCH_747,Ointments,2023-08-28,2024-05-24,1013.0,81.29,170038.89,19.0,133,570,48.05,225,2023-02-15,139,8,SUP_953,cool,YES
MED_8310,Medicine_759,BATCH_310,INJ,2023-10-05,2024-12-13,2291.0,351.76,1019404.96,67.0,469,2010,39.08,257,2023-04-10,43,7,SUP_650,Refrigerated,
MED_1987,Medicine_903,BATCH_909,Powders,2023-12-20,2024-02-06,3994.0,155.82,1206194.13,42.0,294,1260,14.98,380,2023-03-24,194,23,SUP_853,Cool Dry,high
MED_6537,Medicine_282,BATCH_803,Syrups,2023-06-15,2024-06-03,1850.0,300.92,535499.31,79.0,553,2370,47.06,190,2023-11-25,168,14,SUP_568,Room Temp,0
MED_8556,Medicine_623,BATCH_631,Inhalers,2023-03-20,2024-09-03,3322.0,179.47,1075136.15,55.0,385,1650,13.72,191,2023-11-03,240,19,SUP_879,Refrigerated,High Risk
MED_7256,Medicine_673,BATCH_161,Capsules ,2023-07-19,2024-11-10,2178.0,150.81,713524.97,25.0,175,750,19.96,222,2023-12-09,43,16,SUP_350,Room Temp,high
MED_6297,Medicine_700,BATCH_448,Injections,2023-06-03,2024-06-16,3236.0,134.15,956298.21,23.0,161,690,37.74,71,2023-10-23,203,20,SUP_200,Ref,YES
MED_8712,Medicine_622,BATCH_652,Lotions,2023-06-12,2024-13-45,414.0,121.33,120225.29,87.0,609,2610,41.19,385,2023-11-01,310,34,SUP_203,cool,Low Risk
MED_1995,Medicine_618,BATCH_886,Inhalers,2023-04-16,2024-05-12,2651.0,11.95,546973.16,85.0,595,2550,41.02,338,2023-05-17,62,33,SUP_552,Room Temp,low risk
MED_4669,Medicine_983,BATCH_317,,2023-12-23,2024-10-06,1506.0,55.34,488776.01,43.0,301,1290,42.34,241,2023-07-17,55,20,SUP_487,cool,1
MED_1572,Medicine_845,BATCH_277,Capsules,2023-05-08,2024-01-20,2018.0,487.61,524674.18,15.0,105,450,27.67,269,2023-10-04,66,14,SUP_631,cool,0
MED_9839,Medicine_223,BATCH_395,INJ,2023-03-14,2024-09-02,,377.37,580375.25,85.0,595,2550,47.81,214,2023-06-25,8,34,,Ref,low
MED_6000,Medicine_903,BATCH_544,Tablets ,2023-07-28,2024-06-13,1386.0,109.56,603392.79,61.0,427,1830,4.02,181,2023-01-01,241,14,SUP_668,room temp,Risk
MED_4113,Medicine_323,BATCH_366,Capsules ,2023-11-25,2024-03-14,4642.0,344.36,178813.94,24.0,168,720,33.48,86,2023-08-12,303,18,SUP_517,,YES
MED_3839,Medicine_291,BATCH_126,Sprays,2023-01-04,2024-12-14,2836.0,105.64,1185574.79,91.0,637,2730,22.18,113,2023-05-20,146,23,SUP_587,Cool Dry,low risk
MED_1623,Medicine_749,BATCH_288,Injections,2023-09-24,2024-11-14,2795.0,391.17,1397020.71,82.0,574,2460,4.86,409,2023-07-19,155,19,SUP_122,Cool Dry,0
MED_6578,Medicine_336,BATCH_360,Injections,2023-02-26,2024-03-16,4414.0,270.89,1370020.69,30.0,210,900,30.37,435,2023-06-11,325,21,,cool,
MED_6607,Medicine_406,BATCH_723,Syrups ,2023-05-14,2024-12-24,3133.0,434.67,769774.32,90.0,630,2700,4.41,289,2023-03-26,49,30,SUP_267,Cool Dry,YES
MED_2692,Medicine_678,BATCH_962,Drops,2023-01-18,2024-01-22,177.0,301.56,16158.85,,147,630,38.58,240,2023-05-27,121,25,SUP_133,Refrigerated,low risk
MED_3081,Medicine_853,BATCH_691,Syrups ,2023-03-12,2024-07-05,148.0,173.21,26003.52,47.0,329,1410,11.84,383,2023-10-16,72,22,SUP_161,room temp,0
MED_3786,Medicine_365,BATCH_717,Syrups,2023-09-08,2024-03-13,4015.0,159.61,536754.87,94.0,658,2820,2.97,207,2023-04-18,253,33,,Cool Dry,NO
MED_7150,Medicine_844,BATCH_792,Drops,2023-01-06,2024-07-03,1368.0,330.04,360567.55,71.0,497,2130,27.3,190,2023-09-02,166,14,SUP_686,cool,
MED_5490,Medicine_918,BATCH_581,Syrups ,2023-05-26,2024-06-19,3425.0,64.47,302967.09,39.0,273,1170,27.55,177,2023-11-20,47,36,SUP_750,Cool Dry,1
MED_1753,Medicine_273,BATCH_609,Tablets,2023-02-10,2024-09-04,2586.0,377.52,328643.63,2.0,14,60,43.68,416,2023-07-12,359,21,SUP_507,Room Temp,YES
MED_5807,Medicine_612,BATCH_990,Tablets ,2023-08-27,2024-10-08,3986.0,313.66,1929672.12,74.0,518,2220,9.39,234,2023-08-05,65,31,SUP_781,Cool Dry,YES
MED_7770,Medicine_121,BATCH_192,,2023-07-09,2024-09-20,2379.0,437.17,890412.04,51.0,357,1530,1.01,153,2023-01-24,311,13,SUP_498,Room Temp,low risk
MED_1108,Medicine_582,BATCH_104,Tablets,2023-03-18,2024-09-17,1594.0,168.85,563919.06,97.0,679,2910,8.94,299,2023-05-11,350,8,SUP_253,Room Temp,
MED_1663,Medicine_669,BATCH_419,Capsules ,2023-07-22,2024-03-18,2749.0,139.76,1091118.88,13.0,91,390,18.88,274,2023-08-07,114,9,SUP_982,Cool Dry,high
MED_,Medicine_668,BATCH_721,Injections,2023-02-10,2024-10-23,3805.0,222.81,212157.23,84.0,588,2520,44.91,357,2023-04-17,345,10,SUP_330,,NO
MED_1644,Medicine_158,BATCH_868,Tablets ,2023-12-24,2024-09-09,345.0,54.8,68545.71,52.0,364,1560,28.56,237,2023-02-27,121,6,SUP_338,cool,1
MED_4054,Medicine_995,BATCH_181,Capsules ,2023-09-23,2024-08-14,3125.0,447.1,1115180.36,30.0,210,900,40.0,476,2023-01-24,166,14,SUP_483,,0
MED_5897,Medicine_739,BATCH_687,Syrups,2023-04-13,2024-12-28,,62.47,949739.43,,665,2850,35.53,470,2023-06-14,227,29,SUP_741,Ref,Medium Risk
MED_3849,Medicine_867,BATCH_321,Sprays,2023-07-01,2024-11-15,964.0,285.21,479492.65,58.0,406,1740,11.41,360,2023-04-11,343,27,SUP_716,Refrigerated,0
MED_5716,Medicine_380,BATCH_598,INJ,2023-06-10,2024-03-04,2575.0,,239390.48,12.0,84,360,46.96,182,2023-10-25,54,35,SUP_337,Ref,low risk
MED_8025,Medicine_586,BATCH_308,Lotions,2023-03-15,2024-04-04,4970.0,482.18,1562107.4,51.0,357,1530,27.71,182,2023-03-14,249,22,SUP_524,Ref,
MED_1906,Medicine_962,BATCH_671,Capsules ,2023-07-14,2024-06-24,3311.0,208.18,264130.89,49.0,343,1470,16.38,222,2023-06-07,264,34,SUP_922,Room Temp,
MED_4344,Medicine_232,BATCH_275,Drops,2023-03-17,2024-11-17,470.0,,188519.38,39.0,273,1170,23.0,385,2023-12-15,360,10,SUP_152,Ref,high risk
MED_9339,Medicine_264,BATCH_110,,2023-02-01,2024-01-01,766.0,499.88,246008.35,21.0,147,630,37.25,202,2023-01-15,241,29,SUP_500,Cool Dry,Low Risk
MED_5309,Medicine_589,BATCH_168,Drops,2023-11-18,2024-06-18,1609.0,295.24,107427.16,57.0,399,1710,1.99,153,2023-03-10,68,29,SUP_818,room temp,High Risk
MED_4684,Medicine_924,BATCH_567,Sprays,2023-01-01,2024-08-05,1753.0,428.04,566974.03,85.0,595,2550,13.69,181,2023-05-02,173,9,SUP_302,Ref,
MED_3440,Medicine_756,BATCH_688,Syrups ,2023-06-27,2024-08-11,38.0,203.61,6055.86,94.0,658,2820,47.98,83,2023-11-03,262,8,SUP_317,Cool Dry,0
MED_3739,Medicine_589,BATCH_158,Tablets,2023-11-08,2024-04-10,1954.0,370.87,496396.09,65.0,455,1950,38.16,319,2023-06-09,43,25,SUP_238,Cool Dry,Medium Risk
MED_4377,Medicine_936,BATCH_552,Powders,2023-05-28,2024-11-21,3129.0,168.89,343940.09,83.0,581,2490,31.49,489,2023-07-05,228,13,SUP_847,Ref,low
MED_6346,Medicine_721,BATCH_781,INJ,2023-02-26,2024-02-28,4075.0,80.25,567216.51,79.0,553,2370,26.37,157,2023-05-08,27,33,SUP_832,Ref,low
MED_9055,Medicine_582,BATCH_854,injections,2023-05-28,2024-02-27,3328.0,463.98,575856.77,4.0,28,120,21.12,469,2023-02-27,82,28,SUP_367,cool,Low Risk
MED_4794,Medicine_332,BATCH_919,Sprays,2023-06-19,2024-01-19,4486.0,75.55,204481.37,6.0,42,180,18.2,352,2023-01-28,273,25,SUP_548,Room Temp,1
MED_1381,Medicine_450,BATCH_980,INJ,2023-05-11,2024-09-24,2155.0,454.34,235111.04,87.0,609,2610,3.11,113,2023-10-24,307,16,SUP_235,room temp,Low Risk
MED_3969,Medicine_335,BATCH_269,Ointments,2023-03-06,2024-04-10,4298.0,350.22,117358.14,19.0,133,570,46.91,285,2023-11-02,358,8,SUP_825,Cool Dry,low
MED_4295,Medicine_830,BATCH_419,Syrups ,2023-09-25,2024-12-23,3466.0,497.62,1138373.9,27.0,189,810,21.91,314,2023-08-04,126,13,SUP_165,Refrigerated,High Risk
MED_3362,Medicine_958,BATCH_812,INJ,2023-09-10,2024-02-23,2895.0,298.09,176418.86,29.0,203,870,11.22,241,2023-04-08,71,28,SUP_466,cool,NO
MED_6850,Medicine_957,BATCH_958,Syrups ,2023-07-05,2024-03-08,1829.0,247.77,46610.58,11.0,77,330,25.54,380,2023-10-01,356,30,SUP_921,room temp,Medium Risk
MED_9970,Medicine_896,BATCH_183,Injections,2023-11-22,2024-12-11,1777.0,186.56,464902.68,5.0,35,150,17.49,225,2023-01-28,220,10,SUP_716,Cool Dry,high
MED_1650,Medicine_349,BATCH_750,Drops,2023-08-06,2024-01-10,3660.0,470.98,1451004.88,24.0,168,720,0.45,205,2023-01-04,81,8,SUP_555,cool,high
MED_2374,Medicine_881,BATCH_264,Lotions,2023-09-28,2024-02-10,840.0,230.17,219695.99,91.0,637,2730,41.55,96,2023-04-27,230,34,SUP_457,Room Temp,low
MED_9681,Medicine_892,BATCH_719,Capsules ,2023-10-26,2024-03-16,1994.0,206.06,524557.11,54.0,378,1620,36.47,481,2023-04-09,189,29,SUP_929,cool,low
MED_7330,Medicine_914,BATCH_354,Syrups ,2023-11-22,2024-09-11,4633.0,218.78,1049700.12,32.0,224,960,4.89,159,2023-10-24,207,29,SUP_282,Ref,0
MED_8744,Medicine_636,BATCH_486,Injections,2023-10-09,2024-07-18,,495.39,945117.04,13.0,91,390,46.7,174,2023-11-22,267,17,SUP_374,Cool Dry,high risk
MED_3537,Medicine_428,BATCH_689,Capsules ,2023-10-25,2024-04-16,254.0,490.23,55939.28,64.0,448,1920,19.59,323,2023-10-27,287,12,SUP_971,room temp,0
MED_7671,Medicine_921,BATCH_481,Powders,2023-10-11,2024-01-13,4949.0,177.56,2068461.77,69.0,483,2070,35.54,493,2023-01-01,280,29,SUP_200,Refrigerated,
MED_8258,Medicine_771,BATCH_916,Injections,2023-02-10,2024-06-06,870.0,233.34,95182.32,3.0,21,90,0.4,146,2023-11-04,35,12,SUP_616,,1
MED_2168,Medicine_181,BATCH_265,Tablets ,2023-11-20,2024-10-13,2763.0,,456641.95,53.0,371,1590,14.57,186,2023-10-21,202,14,SUP_555,,
MED_1004,Medicine_329,BATCH_350,Tablets ,2023-02-06,TBD,198.0,370.51,98520.33,40.0,280,1200,3.21,447,2023-11-10,338,16,SUP_901,Refrigerated,High Risk
MED_6028,Medicine_459,BATCH_602,Tab ,2023-07-18,2024-11-26,4527.0,,428023.14,71.0,497,2130,31.36,435,2023-10-24,279,6,SUP_213,Ref,low risk
MED_9884,Medicine_698,BATCH_855,Capsules,2023-12-07,2024-04-19,4005.0,312.73,956744.56,36.0,252,1080,2.43,446,2023-04-24,114,9,SUP_474,Ref,1
MED_8848,Medicine_744,BATCH_264,Ointments,2023-09-13,2024-09-24,4407.0,35.05,1676079.17,19.0,133,570,9.53,282,2023-02-02,277,8,SUP_881,room temp,1
MED_1669,Medicine_610,BATCH_623,Syrups ,2023-01-20,2024-03-15,1260.0,270.41,62779.85,26.0,182,780,38.88,55,2023-09-26,237,11,SUP_717,,Medium Risk
MED_,Medicine_987,BATCH_949,Syrups ,2023-08-12,2024-11-16,1648.0,210.35,226947.43,53.0,371,1590,40.75,498,2023-01-22,169,13,SUP_514,Ref,low
MED_6302,Medicine_373,BATCH_161,,2023-09-08,2024-04-08,2138.0,64.53,485387.54,84.0,588,2520,27.09,249,2023-01-07,0,22,SUP_593,,low
MED_9657,Medicine_303,BATCH_413,Lotions,2023-05-27,2024-07-24,4186.0,432.3,1095694.98,41.0,287,1230,48.7,357,2023-08-04,92,34,SUP_591,,1
Unknown,Medicine_998,BATCH_938,Lotions,2023-12-07,2024-11-09,1891.0,106.77,442265.85,0.0,0,0,40.34,344,2023-02-14,293,10,SUP_969,cool,High Risk
MED_4173,Medicine_364,BATCH_130,Syrups,2023-11-21,2024-08-01,4758.0,209.13,2189506.04,41.0,287,1230,18.04,328,2023-02-03,96,19,SUP_922,Ref,NO
MED_7140,Medicine_517,BATCH_389,Tablets ,2023-12-26,2024-01-26,2932.0,161.39,903289.84,97.0,679,2910,7.15,429,2023-11-04,144,34,SUP_467,Ref,Low Risk
MED_2786,Medicine_521,BATCH_615,INJ,2023-10-02,2024-05-27,555.0,482.47,12793.5,82.0,574,2460,42.78,176,2023-05-13,301,11,SUP_700,,1
MED_4730,Medicine_629,BATCH_726,INJ,2023-06-25,2024-05-04,192.0,361.46,89208.97,12.0,84,360,27.85,393,2023-09-17,111,13,SUP_730,Cool Dry,NO
MED_1836,Medicine_257,BATCH_924,Inhalers,2023-06-12,2024-09-21,3382.0,221.37,850603.97,17.0,119,510,7.87,495,2023-06-19,62,32,SUP_191,Room Temp,YES
MED_8661,Medicine_890,BATCH_389,Syrups,2023-04-19,2024-04-09,3890.0,464.03,1409188.99,30.0,210,900,21.7,337,2023-09-13,172,20,SUP_153,room temp,high risk
MED_8174,Medicine_454,BATCH_172,Inhalers,2023-05-09,2024-11-28,-1000.0,398.01,1596845.47,17.0,119,510,27.73,372,2023-11-19,352,29,SUP_236,Ref,High Risk
MED_4805,Medicine_460,BATCH_567,Powders,2023-12-02,2024-05-06,174.0,48.75,54106.35,61.0,427,1830,18.36,170,2023-02-27,41,29,SUP_536,Ref,1
MED_4858,Medicine_565,BATCH_887,Sprays,2023-09-11,2024-03-22,1885.0,464.45,447611.86,53.0,371,1590,6.1,221,2023-06-18,144,24,SUP_783,,1
MED_5345,Medicine_570,BATCH_988,injections,2023-06-21,2024-09-03,5000.0,337.19,1785005.44,2.0,14,60,18.85,174,2023-04-02,302,14,SUP_569,cool,YES
MED_9936,Medicine_951,BATCH_465,Capsules ,2023-09-04,2024-01-25,2356.0,261.26,1024159.73,45.0,315,1350,44.28,170,2023-10-09,241,35,SUP_619,cool,Low Risk
MED_2869,Medicine_483,BATCH_785,INJ,2023-04-26,,4689.0,392.98,1899777.96,,406,1740,,488,2023-09-23,73,16,SUP_801,cool,high risk
MED_4482,Medicine_194,BATCH_431,Drops,2023-03-01,2024-03-21,4128.0,59.74,1461119.03,7.0,49,210,32.21,56,2023-10-14,35,10,SUP_417,cool,Medium Risk
MED_4000,Medicine_595,BATCH_985,Tablets ,2023-09-15,2024-01-27,,119.95,1295669.66,31.0,217,930,40.71,444,2023-03-04,147,36,SUP_842,cool,Medium Risk
MED_6857,Medicine_738,BATCH_948,Tablets ,2023-01-27,2024-12-13,2462.0,329.17,362787.4,19.0,133,570,13.74,331,2023-01-24,299,24,SUP_424,cool,1
MED_9908,Medicine_126,BATCH_785,Injections,2023-09-01,2024-06-19,358.0,432.87,138373.64,1.0,7,30,25.57,53,2023-12-08,0,6,SUP_440,Cool Dry,1
MED_9683,Medicine_776,BATCH_805,Capsules ,2023-04-21,2024-09-27,4839.0,106.44,1846795.06,8.0,56,240,25.37,317,2023-05-12,255,25,SUP_981,Refrigerated,NO
MED_2423,Medicine_330,BATCH_966,Drops,2023-07-09,2024-09-10,2416.0,218.44,559897.67,37.0,259,1110,3.13,475,2023-11-22,318,33,SUP_939,Cool Dry,Medium Risk
MED_8467,Medicine_213,BATCH_526,Tablets ,2023-06-04,,4920.0,35.9,1993232.39,,175,750,5.49,75,2023-04-26,348,20,SUP_504,Room Temp,low 
MED_5220,Medicine_647,BATCH_777,Sprays,2023-07-15,2024-12-19,2213.0,231.63,988537.53,75.0,525,2250,42.41,304,2023-06-24,198,24,SUP_780,Refrigerated,NO
MED_5413,Medicine_356,BATCH_154,Sprays,2023-07-04,2024-04-01,4520.0,223.35,1081539.03,25.0,175,750,19.24,146,2023-08-15,355,12,SUP_741,cool,1
MED_6577,Medicine_357,BATCH_206,Sprays,2023-09-24,2024-02-06,1759.0,177.75,135129.1,50.0,350,1500,26.07,298,2023-09-09,244,17,SUP_725,Room Temp,low risk
MED_5209,Medicine_485,BATCH_744,injections,2023-03-19,2024-10-19,1719.0,138.38,780352.5,50.0,350,1500,2.63,350,2023-10-19,14,28,SUP_137,Room Temp,High Risk
MED_1877,Medicine_527,BATCH_143,Capsules,2023-07-15,,,261.94,315054.52,11.0,77,330,41.17,187,2023-01-15,336,18,SUP_543,Refrigerated,YES
MED_1913,Medicine_900,BATCH_722,Drops,2023-08-14,2024-01-21,4871.0,417.92,1110133.33,65.0,455,1950,17.94,405,2023-05-13,248,11,SUP_966,,low
MED_5608,Medicine_303,BATCH_618,Inhalers,2023-05-24,2024-07-04,3083.0,418.53,1130315.13,85.0,595,2550,43.6,82,2023-07-16,153,28,SUP_841,Cool Dry,YES
MED_4615,Medicine_869,BATCH_210,INJ,2023-04-22,2024-06-28,3081.0,92.28,1519358.5,14.0,98,420,16.1,301,2023-01-28,40,19,SUP_396,Refrigerated,Risk
MED_9545,Medicine_551,BATCH_866,Drops,2023-03-12,2024-12-12,N/A,292.5,1850373.06,48.0,336,1440,37.46,61,2023-07-25,80,26,SUP_755,Refrigerated,
MED_6443,Medicine_187,BATCH_403,Inhalers,2023-08-26,,4299.0,359.06,175033.83,49.0,343,1470,49.76,241,2023-12-17,184,16,SUP_854,,
MED_4828,Medicine_742,BATCH_576,Tablets ,2023-04-17,2024-11-11,2592.0,422.36,164492.47,62.0,434,1860,46.77,56,2023-08-05,43,32,SUP_975,Refrigerated,NO
MED_8152,Medicine_739,BATCH_957,Lotions,2023-01-26,2024-12-14,4910.0,76.52,2194382.65,36.0,252,1080,42.49,221,2023-07-22,77,24,SUP_559,Refrigerated,high
MED_5871,Medicine_231,BATCH_207,Injections,2023-01-12,2024-07-20,4290.0,372.06,1056882.46,98.0,686,2940,35.82,384,2023-01-01,143,14,SUP_698,Room Temp,
MED_4444,Medicine_943,BATCH_208,Ointments,2023-11-23,2024-10-07,4625.0,310.21,1458762.66,,532,2280,,452,2023-12-12,91,13,SUP_873,,High Risk
MED_8100,Medicine_321,BATCH_144,Injections,2023-01-18,2024-04-11,2970.0,149.05,961586.09,,245,1050,5.1,184,2023-10-18,341,34,SUP_990,room temp,low
MED_2918,Medicine_835,BATCH_591,Inhalers,2023-04-04,2024-07-20,2532.0,103.35,1121784.24,87.0,609,2610,26.64,135,2023-06-11,27,9,SUP_177,cool,NO
MED_9274,Medicine_251,BATCH_689,,2023-02-03,2024-07-14,2798.0,319.99,1087291.71,40.0,280,1200,44.99,498,2023-08-01,85,9,SUP_528,Refrigerated,NO
MED_9500,Medicine_552,BATCH_598,Syrups,2023-06-17,2024-06-19,3127.0,366.32,1428214.62,61.0,427,1830,15.86,480,2023-04-08,119,16,SUP_327,cool,high risk
MED_7374,Medicine_612,BATCH_229,Sprays,2023-01-02,2024-12-01,1735.0,325.8,768955.17,35.0,245,1050,1.88,357,2023-02-06,175,29,SUP_944,Ref,0
MED_4284,Medicine_807,BATCH_663,Tablets,2023-08-11,2024-12-11,2491.0,188.64,930165.77,0.0,0,0,16.94,370,2023-08-05,223,22,SUP_322,,1
MED_4150,Medicine_423,BATCH_254,Capsules,2023-09-12,2024-12-06,2735.0,490.73,62050.23,58.0,406,1740,N/A,199,2023-02-08,226,13,SUP_357,Refrigerated,low risk
MED_2872,Medicine_189,BATCH_681,Injections,2023-03-16,2024-09-01,1832.0,427.86,477482.91,31.0,217,930,9.42,300,2023-04-26,178,33,SUP_974,room temp,YES
MED_5544,Medicine_809,BATCH_266,Lotions,2023-06-01,2024-05-05,1783.0,332.89,709059.93,26.0,182,780,34.39,85,2023-09-04,164,25,SUP_707,Refrigerated,low risk
MED_4416,Medicine_228,BATCH_487,Tablets,2023-11-13,2024-02-28,337.0,131.47,92829.71,29.0,203,870,46.43,428,2023-07-04,323,17,SUP_838,room temp,0
MED_1766,Medicine_652,BATCH_829,INJ,2023-09-13,2024-12-24,3475.0,206.28,1547436.02,65.0,455,1950,42.04,386,2023-03-16,84,15,SUP_549,,1
MED_3423,Medicine_371,BATCH_663,INJ,2023-10-17,2024-12-06,1272.0,42.8,309375.51,89.0,623,2670,49.57,299,2023-06-20,200,32,SUP_437,Room Temp,NO
MED_9479,Medicine_354,BATCH_466,Tablets,2023-07-19,2024-12-09,1974.0,266.94,397012.53,53.0,371,1590,25.8,435,2023-08-07,70,24,SUP_900,room temp,
MED_6631,Medicine_161,BATCH_374,Tablets,2023-09-13,2024-02-04,3139.0,255.3,434703.31,79.0,553,2370,10.07,234,2023-12-09,365,30,SUP_366,Ref,Medium Risk
MED_7385,Medicine_474,BATCH_501,,2023-06-01,2024-08-23,761.0,,208059.13,53.0,371,1590,38.8,284,2023-06-03,228,8,SUP_391,Refrigerated,Medium Risk
MED_5191,Medicine_434,BATCH_402,Injections,2023-01-07,2024-04-27,4341.0,222.58,2145242.24,65.0,455,1950,48.31,214,2023-07-22,239,32,SUP_292,room temp,High Risk
MED_2636,Medicine_959,BATCH_239,Syrups,2023-04-23,2024-01-23,4185.0,235.1,1294300.81,13.0,91,390,35.22,195,2023-10-11,236,8,SUP_651,Room Temp,high risk
MED_8138,Medicine_152,BATCH_800,,2023-02-03,2024-03-26,2646.0,231.64,79213.34,63.0,441,1890,29.43,453,2023-11-21,293,29,SUP_201,cool,high
MED_4914,Medicine_729,BATCH_200,Tablets ,2023-07-18,2024-12-20,1940.0,447.36,150439.3,TBD,266,1140,49.77,447,2023-12-09,232,24,SUP_905,Refrigerated,YES
MED_7295,Medicine_105,BATCH_281,Drops,2023-09-21,2024-01-11,4672.0,83.57,1182231.32,86.0,602,2580,1.77,136,2023-11-23,43,13,SUP_900,,YES
MED_5324,Medicine_231,BATCH_561,Lotions,2023-08-25,2024-11-06,99999.0,74.54,1308072.46,48.0,336,1440,32.52,499,2023-09-10,91,26,SUP_573,Room Temp,NO
MED_1145,Medicine_654,BATCH_914,Tablets ,2023-12-20,2024-01-13,3766.0,157.1,1862686.45,94.0,658,2820,47.55,487,2023-09-14,245,14,SUP_497,Cool Dry,High Risk
MED_6952,Medicine_543,BATCH_397,injections,2023-02-17,2024-05-10,1885.0,29.25,318295.01,90.0,630,2700,45.91,339,2023-06-05,362,10,SUP_467,,high risk
MED_1382,Medicine_364,BATCH_317,Sprays,2023-01-27,2024-06-24,4438.0,166.77,1740095.65,36.0,252,1080,43.79,218,2023-10-01,83,36,SUP_364,Refrigerated,0
MED_3465,Medicine_518,BATCH_148,Capsules ,2023-06-16,2024-03-14,4977.0,217.57,714799.93,68.0,476,2040,27.82,126,2023-04-10,33,26,SUP_861,Room Temp,Low Risk
MED_3567,Medicine_252,BATCH_295,Inhalers,2023-09-18,2024-04-13,21.0,360.59,5365.8,62.0,434,1860,14.13,170,2023-04-14,297,24,SUP_718,Refrigerated,Medium Risk
MED_3905,Medicine_392,BATCH_682,Inhalers,2023-12-01,N/A,3991.0,348.9,1577592.71,50.0,350,1500,6.58,125,2023-09-20,318,7,SUP_988,cool,high
